phrase,sentiment_score
does French actor Oliver Martinez,2
a story,2
an Actress,2
loses steam towards the middle and never,1
was schlepping Indiana Jones around the globe in search of a giant misplaced ashtray,2
"The vintage is pure ' 87 , with a halfhearted twist on its cautionary message : Fatal Attraction = do n't have an affair with a nutjob ; Unfaithful = do n't if you 're married to one .",2
without benefit of song,2
"capture the dizzying heights achieved by motocross and BMX riders , whose balletic hotdogging occasionally ends in bone-crushing screwups",2
are,2
little amuse-bouche to keep your appetite,3
's,2
good,3
together and not quite enough,2
looks,2
more,2
teary-eyed,2
of the era 's creme de la celluloid,2
and,2
take off ...,2
of,2
gift,2
and then there 's the music ...,2
real,3
approached,2
halfhearted,1
so good,4
have,2
psychological,3
"is so stale ,",2
it abundantly clear,3
upside down,2
genre,2
now,2
level,2
and,2
the,2
return to the more traditional action genre,3
of coming to a head,2
Asian influences,2
whose,2
"rather good at this kind of thing , unlike the Americans , who have a passion for Musketeers , only to spoof them",2
"romance , music , suspense and action",3
but,2
offering,2
painfully,0
of the most compelling variations on In the Company of Men,3
feature,2
ugly,1
the film 's conflict-powered plot,3
-- blessedly curse-free --,4
a,2
.,2
scratching makes you itch,2
can,2
.,2
even all,2
"very well-made , funny and entertaining picture",3
insight,2
The ga-zillionth,2
no way of knowing exactly how much is exaggeration,2
world,2
it is a good stepping stone for director Sprecher .,3
little,2
same period,2
"by the sogginess of its contemporary characters , and actors",1
"turkey-on-rolls ,",1
to let it all hang out,2
grimly competent,2
shot the movie in delicious colors,4
finest,3
costumes,2
nightclub,2
screenplay,2
turns hurting each other,1
ships,2
great escapist fun,4
creepiest,2
good,3
It,2
efforts,2
good,3
nothing more,2
the material link,2
", meanwhile , reads more like Driving Miss Daisy than GoodFellas",1
there,2
politics,1
the,2
"a clichéd , doddering , misogynistic boy 's club",0
feels,2
to further stoke the conversation,3
visible part,2
of film,2
.,2
Lifetime-channel kind,2
drek,1
of time,2
point,2
the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure,3
weaves a murderous event in 1873 with murderous rage in 2002 .,2
hours,2
Burns never really harnesses to full effect the energetic cast .,1
audience,2
of her depth,2
demented,1
",",2
with your ex-wife,2
Elysian,2
its,2
a,2
than,2
...,2
It 's unnerving to see Recoing 's bizzarre reaction to his unemployment .,2
commended for its straight-ahead approach to creepiness,3
an engaging look,3
that,2
camera,2
",",2
"dizzying , volatile ,",2
The,2
residuals,2
those things we expect from military epics,2
's,2
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .,0
character study,2
it,2
is,2
a,2
of adapting to loss,2
",",2
quick,2
her,2
"dull , ridiculous",1
is it .,2
as,2
to,2
plain,2
does n't give us a character worth giving a damn about .,0
",",2
the,2
visible,2
you look,2
and,2
it begins,2
impact,2
apart from raising the topic,2
decent moral,3
has,2
with,2
result,2
captures,2
own,2
whimsy,3
suggests .,2
"Ramsay , as in Ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .",3
it implodes in a series of very bad special effects .,0
the,2
makes,2
",",2
The movie,2
It,2
A synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,1
"who has to contend with unpleasant characters , hit-and-miss performances and awkwardly staged scenes",1
"if you 're a Hartley fan , you might enjoy yourself",2
most,2
disappointing,0
writer-director Serry,2
seen,2
"Some of their jokes work , but most fail miserably and in the end , Pumpkin is far more offensive than it is funny",1
doddering,1
love,4
so interminably it 's like watching a miserable relationship unfold in real time,0
"-LRB- director -RRB- O'Fallon manages to put some lovely pictures up on the big screen ,",3
the absurdity,1
",",2
movie,2
the original,3
.,2
in the right place,3
of knowing exactly how much is exaggeration,2
Jose Campanella,2
Price,2
brooding,1
The action switches between past and present,2
"a solid build-up ,",3
.,2
fertile,3
play well,3
the performers,2
"Inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat",3
some,2
sprawling,2
stationary,2
and,2
and,2
clumsy,1
heavy-handed,1
uproarious,2
offends,1
a long time,2
have,2
a hole in the center of The Salton Sea,2
just about as much of the novella as one could reasonably expect,2
too obvious or simplistic for this movie,1
the very least for its spasms of absurdist humor,2
in Ratcatcher,2
's really,2
his,2
hard,2
"Building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise .",3
for,2
open this year,3
lead a man,2
',2
",",2
Mr.,2
if not entirely fresh,2
the likely audience,2
love,4
the original,3
Besson,2
What,2
if you 're a Hartley fan,2
ingenious,4
pleases,3
's,2
best parts,3
ca n't get no satisfaction,1
could correct in their sleep,2
of,2
"Perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie",0
with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid,3
"His last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",0
",",2
too lethargically paced,1
.,2
's the perfect kind of film to see when you do n't want to use your brain .,3
to Martin Scorsese,3
Kuras and Miller,2
achieves as great an impact by keeping these thoughts hidden as,2
better,4
this Jerry Bruckheimer production has little else to offer,1
The lower your expectations,2
's,2
in the skate\/surf culture,2
only,2
unlike many romantic comedies,2
By,2
James,2
brothers,2
of these,2
some,2
but why did it have to seem like it took another thousand to tell it to us ?,1
the privileged position,2
a chronicle of the ups and downs that accompany lifelong friendships,2
a multilayered work,3
a subject that 's potentially moving,3
for a new generation,3
have,2
civility and compassion,2
But,2
"It 's a scattershot affair , but when it hits its mark it 's brilliant",3
flip,2
that is a brief shooting star of love,3
them,2
does,2
droll scene-stealing wit and wolfish pessimism,2
autobiographical,2
Godard,2
balletic,2
sociologically,2
who are,2
the movies,2
else far more pleasurable,2
French,2
clashing with each other,1
packaged and sold back to us,2
"A big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",4
It,2
the,2
little soap opera,2
all the elements,2
of this movie,2
most of which,2
and,2
an,2
lauded,3
warfare,2
be,2
"the film , sporting a breezy spontaneity and realistically drawn characterizations",3
", adroitly , and without fuss ; it does n't give you time",2
"Not only is Undercover Brother as funny , if not more so , than both Austin Powers films",3
Being,2
some,2
the,2
every,2
is almost laughable as a consequence .,1
get ready to take off ... the other direction,0
and,2
you,2
been,2
youngsters,2
rather,2
legal,2
",",2
using,2
not,1
deals,2
of,2
can,2
Some,2
makes it interesting trying to find out .,2
fact,2
unfree,1
love life,2
without its pleasures,1
to,2
atmosphere,2
itself taking on adolescent qualities,2
clips,2
Carnahan,2
Andrew,2
explores,2
a thrilling sci-fi cinematic ride,3
she ca n't see how insufferable the character is,1
and,2
the charm,2
redundant,1
screen,2
three,2
kiddie-flick sentimentality,1
put together,2
Horner,2
-RRB-,3
Zone,2
intriguing thriller,3
more,2
Is the time,2
gore,1
fun,4
Like watching a dress rehearsal the week before the show goes up,1
it,2
god,2
readily,2
those,2
ensemble,2
several,2
.,2
always pulls it back .,2
", music , cinematography and sound",2
",",2
meal,3
It,2
become,2
Is It There,2
his,2
characters,2
of,2
a pleasure,3
of sadness and grief,2
the friendship,3
shows just enough to keep us on our toes,3
"extraordinary strength and laser-beam eyes ,",2
get no satisfaction,1
"the unerring professionalism of the chilly production , and",3
"made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker",0
This tenth feature,2
to,2
it costs a family of four,2
are thrilling,2
"an unconventional storyteller , capable of finding beauty in the most depressing places",4
and,2
may not,1
the exception,2
of,2
cultural,3
example,2
abilities,2
to find the seeds of hope in the form of collective action,2
kids,2
a different objective in mind,2
Mehta 's,2
A,2
pointed,2
humanity,2
to,2
most Westerners are unfamiliar with .,1
makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .,1
winning,3
Visually rather stunning,4
of Harry Potter,2
tales that had been handed down since the beginning of time,2
most,2
yet,2
democratic exercise,2
The film makes a fatal mistake : It asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life,1
Derrida,2
Better,3
charming,4
for,2
has made from its other animated TV series .,2
that,2
a rental,2
of,2
meaning,2
a muddle,1
more interesting in concept than in execution,2
washed,2
should consider permanent sex-reassignment,2
his,2
movie,2
.,2
of fame,2
.,2
dull,0
"All in all , The Count of Monte Cristo is okay",2
how much,2
For,2
size,2
no,1
the,2
this,2
convincing dialogue,3
will,2
is,2
's,2
.,2
filmmaking team for the all-too - inevitable American remake,2
its,2
with,2
anyone unfamiliar,2
the killer whale,2
produces,2
should be seen at the very least for its spasms of absurdist humor .,2
it,2
seem,2
.,2
If this story must be told and retold,2
humor to lighten things up,3
recalls,1
is,2
is back !,2
to experience without even a hint of that typical kiddie-flick sentimentality,2
romance,3
weaves a murderous event in 1873 with murderous rage in 2002,2
.,2
game,2
"It 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .",1
I can take infantile humor ... but,1
sits there,2
"by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative",1
's,2
of sweetness,3
-- but not stereotyped,3
of,2
say this,2
.,2
",",2
pay,2
finding beauty in the most depressing places,3
musty,1
The film,2
"It 's one of those baseball pictures where the hero is stoic , the wife is patient ,",2
through,2
made,2
densely,2
a,2
", Haneke has a different objective in mind",2
is,2
stage play,2
wife,2
Not,2
exactly how much is exaggeration,1
It 's not without its pleasures,3
proud yet director Muccino 's characters are less worthy of Puccini than they are of daytime television,1
what,2
people who could n't pass an entrance exam,1
are,2
story,2
home video,2
superstitious curse,1
all Oedekerk 's,2
exactly what was missing from Rabbit-Proof Fence,3
A dumb movie,0
times,2
"intelligent , stylish",3
with,2
.,2
.,2
"a cartoon that knows what it is , and knows the form 's history",2
female orgasm,3
with,2
this time,2
difficult,1
"It haunts you , you ca n't forget it ,",2
the,2
one big chase,2
people,2
who,2
"Works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .",1
